23.45,55.17,0.00 
23.53,55.00,0.00 
23.55,55.00,0.00 
23.53,55.00,0.00 
23.55,55.00,0.00 
23.57,54.83,0.00 
23.57,54.83,0.00 
23.55,54.50,0.00 
23.55,54.50,0.00 
23.62,54.67,0.00 
23.60,54.67,0.00 
23.58,54.67,0.00 
23.60,54.67,0.00 
23.60,54.67,0.00 
23.58,54.67,0.00 
23.60,54.67,0.00 
23.58,54.67,0.00 
23.57,54.50,0.00 
23.57,54.50,0.00 
23.57,54.33,0.00 
23.57,54.33,0.00 
23.57,54.50,0.00 
23.65,54.50,0.00 
23.57,54.17,0.00 
23.57,54.17,0.00 
23.52,54.33,0.00 
23.52,54.33,0.00 
23.55,54.33,0.00 
23.55,54.33,0.00 
23.57,54.33,0.00 
23.57,54.33,0.00 
23.57,54.50,0.00 
23.57,54.50,0.00 
23.58,54.50,0.00 
23.58,54.50,0.00 
23.58,54.67,0.00 
23.58,54.67,0.00 
23.60,54.67,0.00 
23.60,54.67,0.00 
23.60,54.67,0.00 
23.60,54.67,0.00 
23.58,54.50,0.00 
23.58,54.50,0.00 
23.60,54.33,0.00 
23.60,54.33,0.00 
23.55,54.33,0.00 
23.55,54.33,0.00 
23.57,54.33,0.00 
23.57,54.33,0.00 
23.57,54.17,0.00 
23.55,54.50,0.00 
23.55,54.50,0.00 
23.53,54.50,0.00 
23.53,54.50,0.00 
23.55,54.33,0.00 
23.48,54.67,0.00 
23.52,54.67,0.00 
23.52,54.67,0.00 
23.52,54.50,0.00 
23.50,54.33,0.00 
23.32,55.00,0.00 
23.33,55.00,0.00 
23.37,55.00,0.00 
23.28,54.83,0.00 
23.28,54.83,0.00 
23.22,54.83,0.00 
23.25,55.33,0.00 
23.02,56.00,0.00 
23.08,56.67,0.00 
23.07,56.67,0.00 
23.08,56.67,0.00 
23.10,56.50,0.00 
23.10,56.67,0.00 
23.13,56.33,0.00 
23.17,56.33,0.00 
23.17,56.33,0.00 
23.15,56.33,0.00 
23.18,56.33,0.00 
23.20,56.33,0.00 
23.20,56.33,0.00 
23.20,56.00,0.00 
23.17,56.00,0.00 
23.20,56.00,0.00 
23.15,56.00,0.00 
23.12,56.00,0.00 
23.12,56.00,0.00 
23.08,56.00,0.00 
23.05,56.17,0.00 
23.02,56.33,0.00 
23.02,56.00,0.00 
22.97,56.17,0.00 
22.97,56.17,0.00 
22.98,56.17,0.00 
22.98,56.17,0.00 
22.95,56.17,0.00 
22.95,56.17,0.00 
22.95,56.17,0.00 
22.95,56.33,0.00 
22.97,56.33,0.00 
23.05,56.17,0.00 
23.05,56.00,0.00 
23.13,56.00,0.00 
23.12,55.83,0.00 
23.08,56.00,0.00 
23.08,56.00,0.00 
23.13,56.17,0.00 
23.17,56.00,0.00 
23.20,56.00,0.00 
23.15,56.17,0.00 
23.15,56.17,0.00 
23.12,56.17,0.00 
23.03,56.00,0.00 
23.03,56.17,0.00 
23.03,56.33,0.00 
22.98,56.67,0.00 
22.88,56.83,0.00 
22.88,57.00,0.00 
22.87,57.00,0.00 
22.83,57.00,0.00 
22.85,57.17,0.00 
22.85,56.83,0.00 
22.88,56.67,0.00 
22.93,56.67,0.00 
22.87,56.67,0.00 
22.88,56.67,0.00 
22.92,56.83,0.00 
22.88,56.83,0.00 
22.88,56.83,0.00 
22.83,56.83,0.00 
22.93,56.83,0.00 
22.95,56.83,0.00 
23.00,56.83,0.00 
23.02,56.83,0.00 
23.00,56.33,0.00 
22.98,56.33,0.00 
23.07,56.33,0.00 
23.07,56.33,0.00 
23.10,56.33,0.00 
23.10,56.17,0.00 
23.13,55.67,0.00 
23.10,55.83,0.00 
23.07,55.83,0.00 
23.08,55.83,0.00 
23.12,55.83,0.00 
23.08,55.83,0.00 
23.12,55.83,0.00 
23.08,55.83,0.00 
23.10,55.83,0.00 
23.12,55.83,0.00 
23.15,55.67,0.00 
23.13,55.67,0.00 
23.15,55.50,0.00 
23.13,55.50,0.00 
23.10,55.50,0.00 
23.10,55.50,0.00 
23.05,55.50,0.00 
23.07,55.50,0.00 
23.05,55.50,0.00 
23.07,55.50,0.00 
22.98,55.50,0.00 
22.97,55.67,0.00 
22.97,55.67,0.00 
22.97,55.67,0.00 
22.98,55.83,0.00 
22.98,55.83,0.00 
22.97,55.67,0.00 
22.97,55.67,0.00 
22.93,55.67,0.00 
22.95,55.67,0.00 
22.92,55.50,0.00 
22.93,55.50,0.00 
22.90,55.67,0.00 
22.88,55.67,0.00 
22.95,55.67,0.00 
22.97,55.67,0.00 
22.93,55.50,0.00 
22.92,55.50,0.00 
22.97,55.50,0.00 
22.98,55.50,0.00 
23.02,55.67,0.00 
23.02,55.67,0.00 
23.00,55.33,0.00 
22.97,55.33,0.00 
22.98,55.33,0.00 
23.00,55.33,0.00 
23.00,55.33,0.00 
22.98,55.50,0.00 
22.97,55.50,0.00 
22.97,55.50,0.00 
22.93,55.50,0.00 
22.93,55.50,0.00 
22.97,55.17,0.00 
22.97,55.17,0.00 
22.95,55.50,0.00 
22.95,55.50,0.00 
22.87,55.67,0.00 
22.95,55.50,0.00 
22.95,55.33,0.00 
22.98,55.33,0.00 
22.95,55.17,0.00 
22.95,55.17,0.00 
22.98,55.17,0.00 
22.98,55.17,0.00 
22.93,55.33,0.00 
22.95,55.33,0.00 
22.93,55.00,0.00 
22.90,55.00,0.00 
22.93,55.33,0.00 
22.92,55.33,0.00 
22.85,55.33,0.00 
22.85,55.33,0.00 
22.90,55.67,0.00 
22.90,55.67,0.00 
22.95,55.67,0.00 
22.93,55.67,0.00 
22.87,55.50,0.00 
22.88,55.50,0.00 
22.88,55.67,0.00 
22.87,55.67,0.00 
22.87,55.50,0.00 
22.88,55.50,0.00 
22.85,55.50,0.00 
22.85,55.50,0.00 
22.85,55.50,0.00 
22.90,55.50,0.00 
22.87,55.50,0.00 
22.85,55.50,0.00 
22.88,55.50,0.00 
22.88,55.50,0.00 
22.88,55.50,0.00 
22.88,55.50,0.00 
22.85,55.50,0.00 
22.83,55.67,0.00 
22.85,55.50,0.00 
22.85,55.50,0.00 
22.82,55.50,0.00 
22.83,55.50,0.00 
22.92,55.33,0.00 
22.92,55.33,0.00 
22.85,55.50,0.00 
22.85,55.33,0.00 
22.82,55.50,0.00 
22.85,55.50,0.00 
22.80,55.33,0.00 
22.80,55.33,0.00 
22.85,55.33,0.00 
22.87,55.33,0.00 
22.87,55.33,0.00 
22.87,55.33,0.00 
22.83,55.33,0.00 
22.85,55.33,0.00 
22.80,55.33,0.00 
22.82,55.33,0.00 
22.85,55.17,0.00 
22.85,55.33,0.00 
22.82,55.17,0.00 
22.83,55.17,0.00 
22.83,55.33,0.00 
22.82,55.33,0.00 
22.77,55.33,0.00 
22.78,55.33,0.00 
22.78,55.33,0.00 
22.77,55.33,0.00 
22.75,55.33,0.00 
22.75,55.33,0.00 
22.72,55.33,0.00 
22.73,55.50,0.00 
22.63,55.33,0.00 
22.63,55.33,0.00 
22.63,55.50,0.00 
22.62,55.50,0.00 
22.65,55.50,0.00 
22.65,55.50,0.00 
22.62,55.50,0.00 
22.62,55.50,0.00 
22.62,55.50,0.00 
22.62,55.50,0.00 
22.58,55.67,0.00 
22.58,55.67,0.00 
22.57,55.50,0.00 
22.57,55.50,0.00 
22.57,55.83,0.00 
22.57,55.83,0.00 
22.57,56.00,0.00 
22.57,56.00,0.00 
22.52,55.67,0.00 
22.60,55.83,0.00 
22.63,55.33,0.00 
22.62,55.33,0.00 
22.57,55.50,0.00 
22.55,55.50,0.00 
22.60,55.33,0.00 
22.58,55.33,0.00 
22.57,55.50,0.00 
22.57,55.50,0.00 
22.57,55.50,0.00 
22.55,55.50,0.00 
22.53,55.50,0.00 
22.58,55.50,0.00 
22.57,55.33,0.00 
22.57,55.33,0.00 
22.55,55.17,0.00 
22.53,55.17,0.00 
22.53,55.50,0.00 
22.55,55.67,0.00 
